frame,foot
1777,Right_Foot
1788,Right_Foot
1802,Left_Foot
1816,Right_Foot
1828,Right_Foot
1842,Left_Foot
1858,Right_Foot
1869,Right_Foot
1885,Left_Foot
1899,Right_Foot
1911,Right_Foot
1926,Left_Foot
1938,Right_Foot
1948,Right_Foot
1963,Left_Foot
1978,Right_Foot
1990,Right_Foot
2004,Left_Foot
2018,Right_Foot
2029,Right_Foot
2045,Left_Foot
2057,Right_Foot
2069,Right_Foot
2083,Left_Foot
2099,Right_Foot
2110,Right_Foot
2122,Right_Foot
2136,Left_Foot
2150,Right_Foot
2163,Left_Foot
2175,Right_Foot
2187,Right_Foot
2202,Left_Foot
2215,Right_Foot
2227,Right_Foot
2242,Left_Foot
2254,Right_Foot
2266,Right_Foot
2278,Right_Foot
2291,Right_Foot
2304,Left_Foot
2316,Right_Foot
2327,Right_Foot
2340,Left_Foot
2359,Left_Foot
2372,Right_Foot
2382,Right_Foot
2398,Left_Foot
2410,Right_Foot
2422,Left_Foot
2438,Right_Foot
2449,Right_Foot
2459,Right_Foot
2473,Left_Foot
2489,Right_Foot
2499,Right_Foot
2514,Left_Foot
2527,Right_Foot
2536,Right_Foot
2553,Left_Foot
2565,Right_Foot
2577,Right_Foot
2587,Right_Foot
2601,Left_Foot
2613,Right_Foot
2625,Right_Foot
2637,Right_Foot
2653,Left_Foot
2666,Right_Foot
2679,Right_Foot
2692,Left_Foot
2704,Right_Foot
2715,Right_Foot
2731,Left_Foot
2744,Right_Foot
2755,Right_Foot
2769,Left_Foot
2784,Right_Foot
2794,Right_Foot
2805,Right_Foot
2821,Left_Foot
2837,Right_Foot
2848,Right_Foot
2864,Left_Foot
2877,Right_Foot
2887,Right_Foot
2899,Right_Foot
2911,Right_Foot
2925,Left_Foot
2937,Right_Foot
2948,Right_Foot
2959,Right_Foot
2963,Right_Foot
2975,Left_Foot
2988,Right_Foot
3000,Right_Foot
3014,Left_Foot
3025,Right_Foot
3037,Right_Foot
3050,Left_Foot
3064,Right_Foot
3075,Right_Foot
3086,Right_Foot
3101,Left_Foot
3112,Right_Foot
3125,Right_Foot
3136,Right_Foot
3151,Left_Foot
3163,Right_Foot
3174,Right_Foot
3189,Left_Foot
3202,Right_Foot
3213,Right_Foot
3227,Left_Foot
3241,Right_Foot
3251,Right_Foot
3265,Left_Foot
3278,Right_Foot
3292,Right_Foot
3303,Right_Foot
3319,Left_Foot
3331,Right_Foot
3344,Right_Foot
3360,Left_Foot
3369,Right_Foot
3383,Right_Foot
3397,Right_Foot
3408,Right_Foot
3424,Left_Foot
3435,Right_Foot
3448,Right_Foot
3463,Left_Foot
3475,Right_Foot
3487,Right_Foot
3503,Left_Foot
3514,Right_Foot
3527,Right_Foot
3539,Left_Foot
3551,Right_Foot
3566,Left_Foot
3578,Right_Foot
3588,Right_Foot
3600,Right_Foot
3613,Left_Foot
3628,Right_Foot
3640,Right_Foot
3655,Left_Foot
3667,Right_Foot
3679,Right_Foot
3695,Left_Foot
3706,Right_Foot
3719,Right_Foot
3730,Right_Foot
3747,Left_Foot
3761,Right_Foot
3771,Right_Foot
3782,Right_Foot
3797,Left_Foot
3809,Right_Foot
3819,Right_Foot
3835,Left_Foot
3845,Right_Foot
3861,Right_Foot
3875,Left_Foot
3889,Right_Foot
3899,Right_Foot
3911,Right_Foot
3922,Right_Foot
3938,Left_Foot
3952,Right_Foot
3963,Right_Foot
3978,Right_Foot
3994,Left_Foot
4008,Right_Foot
4018,Right_Foot
4033,Left_Foot
4042,Right_Foot
4060,Left_Foot
4074,Right_Foot
4087,Right_Foot
4101,Left_Foot
4113,Right_Foot
4125,Right_Foot
4134,Right_Foot
4153,Left_Foot
4166,Right_Foot
4176,Right_Foot
4191,Left_Foot
4203,Right_Foot
4217,Left_Foot
4220,Right_Foot
4231,Right_Foot
4244,Right_Foot
4261,Left_Foot
4271,Right_Foot
4284,Right_Foot
4295,Right_Foot
4308,Left_Foot
4323,Right_Foot
4332,Right_Foot
4347,Left_Foot
4360,Right_Foot
4371,Right_Foot
4386,Left_Foot
4399,Right_Foot
4410,Right_Foot
4415,Left_Foot
4439,Right_Foot
4452,Right_Foot
4468,Left_Foot
4478,Right_Foot
4494,Right_Foot
4504,Left_Foot
4519,Right_Foot
4530,Right_Foot
4544,Left_Foot
4557,Right_Foot
4572,Right_Foot
4585,Left_Foot
4596,Right_Foot
4608,Right_Foot
4623,Left_Foot
4634,Right_Foot
4646,Right_Foot
4660,Right_Foot
4672,Left_Foot
4685,Right_Foot
4698,Right_Foot
4711,Left_Foot
4724,Right_Foot
4737,Right_Foot
4749,Left_Foot
4762,Right_Foot
4774,Right_Foot
4786,Right_Foot
4799,Left_Foot
4814,Right_Foot
4825,Right_Foot
4837,Left_Foot
4852,Right_Foot
4862,Right_Foot
4872,Right_Foot
4888,Right_Foot
4900,Left_Foot
4913,Right_Foot
4923,Right_Foot
4938,Left_Foot
4948,Right_Foot
4963,Right_Foot
4974,Right_Foot
4990,Left_Foot
5004,Right_Foot
5014,Right_Foot
5030,Left_Foot
5043,Right_Foot
5053,Right_Foot
5070,Left_Foot
5084,Right_Foot
5096,Right_Foot
5108,Left_Foot
5123,Right_Foot
5135,Right_Foot
5149,Left_Foot
5161,Right_Foot
5174,Right_Foot
5187,Left_Foot
5200,Right_Foot
5210,Right_Foot
5223,Right_Foot
5239,Left_Foot
5253,Right_Foot
5265,Right_Foot
5275,Right_Foot
5293,Left_Foot
5305,Right_Foot
5320,Left_Foot
5322,Right_Foot
5333,Right_Foot
5346,Right_Foot
5364,Left_Foot
5373,Right_Foot
5386,Right_Foot
5397,Right_Foot
5414,Left_Foot
5425,Right_Foot
5438,Right_Foot
5453,Left_Foot
5464,Right_Foot
5475,Right_Foot
5488,Left_Foot
5500,Right_Foot
5512,Right_Foot
5529,Left_Foot
5543,Right_Foot
5554,Right_Foot
5572,Left_Foot
5583,Right_Foot
5595,Right_Foot
5609,Left_Foot
5622,Right_Foot
5635,Right_Foot
5648,Left_Foot
5661,Right_Foot
5672,Right_Foot
5687,Left_Foot
5699,Right_Foot
5710,Right_Foot
5724,Right_Foot
5739,Left_Foot
5753,Right_Foot
5766,Right_Foot
5782,Left_Foot
5794,Right_Foot
5805,Right_Foot
5820,Left_Foot
5834,Right_Foot
5846,Right_Foot
5864,Left_Foot
5875,Right_Foot
5891,Right_Foot
5904,Left_Foot
5917,Right_Foot
5928,Right_Foot
5944,Left_Foot
5953,Right_Foot
5969,Left_Foot
5979,Right_Foot
5995,Right_Foot
6010,Left_Foot
6024,Right_Foot
6035,Right_Foot
6052,Left_Foot
6064,Right_Foot
6077,Right_Foot
6092,Right_Foot
6099,Right_Foot
6111,Left_Foot
6126,Right_Foot
6138,Right_Foot
6153,Left_Foot
6154,Right_Foot
6167,Right_Foot
6177,Right_Foot
6195,Left_Foot
6209,Right_Foot
6219,Right_Foot
6235,Left_Foot
6250,Right_Foot
6262,Right_Foot
6281,Left_Foot
6293,Right_Foot
6305,Right_Foot
6319,Left_Foot
6331,Right_Foot
6345,Left_Foot
6359,Right_Foot
6372,Right_Foot
6389,Right_Foot
6405,Left_Foot
6419,Right_Foot
6430,Right_Foot
6445,Left_Foot
6459,Right_Foot
6468,Right_Foot
6481,Left_Foot
6494,Right_Foot
6506,Right_Foot
6519,Left_Foot
6533,Right_Foot
6543,Right_Foot
6559,Left_Foot
6574,Right_Foot
6584,Right_Foot
6601,Left_Foot
6614,Right_Foot
6625,Right_Foot
6643,Left_Foot
6655,Right_Foot
6666,Right_Foot
6679,Right_Foot
6693,Left_Foot
6708,Right_Foot
6719,Right_Foot
6735,Left_Foot
6749,Right_Foot
6761,Right_Foot
6774,Left_Foot
6789,Right_Foot
6800,Right_Foot
6816,Left_Foot
6831,Right_Foot
6841,Right_Foot
6859,Left_Foot
6872,Right_Foot
6884,Right_Foot
6900,Left_Foot
6913,Right_Foot
6924,Right_Foot
6940,Left_Foot
6953,Right_Foot
6964,Right_Foot
6980,Left_Foot
6992,Right_Foot
7004,Right_Foot
7020,Left_Foot
7033,Right_Foot
7044,Right_Foot
7057,Right_Foot
7073,Left_Foot
7085,Right_Foot
7095,Right_Foot
7113,Left_Foot
7128,Right_Foot
7136,Right_Foot
7153,Left_Foot
7166,Right_Foot
7177,Right_Foot
7190,Right_Foot
7205,Left_Foot
7217,Right_Foot
7230,Right_Foot
7245,Left_Foot
7258,Right_Foot
7275,Right_Foot
7289,Left_Foot
7306,Right_Foot
7316,Right_Foot
7330,Left_Foot
7346,Right_Foot
7356,Right_Foot
7371,Left_Foot
7385,Right_Foot
7397,Right_Foot
7410,Left_Foot
7420,Right_Foot
7432,Right_Foot
7448,Left_Foot
7460,Right_Foot
7474,Right_Foot
7476,Left_Foot
7487,Right_Foot
7503,Right_Foot
7517,Left_Foot
7531,Right_Foot
7540,Right_Foot
7554,Right_Foot
7569,Left_Foot
7583,Right_Foot
7596,Right_Foot
7608,Left_Foot
7626,Right_Foot
7638,Right_Foot
7654,Left_Foot
7665,Right_Foot
7680,Right_Foot
7695,Left_Foot
7708,Right_Foot
7718,Right_Foot
7730,Right_Foot
7744,Left_Foot
7757,Right_Foot
7768,Right_Foot
7786,Right_Foot
7801,Right_Foot
