frame,foot
1924,Left_Foot
1941,Right_Foot
1953,Left_Foot
1966,Right_Foot
1984,Right_Foot
2000,Left_Foot
2014,Right_Foot
2028,Right_Foot
2042,Left_Foot
2056,Right_Foot
2067,Right_Foot
2079,Right_Foot
2095,Left_Foot
2110,Right_Foot
2122,Right_Foot
2136,Right_Foot
2150,Left_Foot
2164,Right_Foot
2176,Right_Foot
2190,Left_Foot
2203,Right_Foot
2214,Right_Foot
2229,Right_Foot
2243,Left_Foot
2255,Right_Foot
2267,Right_Foot
2280,Right_Foot
2291,Left_Foot
2307,Right_Foot
2318,Right_Foot
2332,Left_Foot
2345,Right_Foot
2358,Right_Foot
2371,Right_Foot
2387,Left_Foot
2403,Right_Foot
2415,Right_Foot
2431,Left_Foot
2442,Right_Foot
2457,Right_Foot
2475,Left_Foot
2487,Right_Foot
2501,Right_Foot
2515,Right_Foot
2527,Left_Foot
2544,Right_Foot
2553,Right_Foot
2567,Left_Foot
2581,Right_Foot
2594,Right_Foot
2606,Right_Foot
2621,Left_Foot
2636,Right_Foot
2646,Right_Foot
2664,Left_Foot
2677,Right_Foot
2688,Right_Foot
2705,Left_Foot
2719,Right_Foot
2733,Right_Foot
2744,Right_Foot
2760,Right_Foot
2770,Right_Foot
2786,Left_Foot
2798,Right_Foot
2820,Left_Foot
2832,Right_Foot
2851,Right_Foot
2867,Left_Foot
2881,Right_Foot
2893,Right_Foot
2908,Left_Foot
2920,Right_Foot
2931,Right_Foot
2946,Right_Foot
2959,Left_Foot
2974,Right_Foot
2986,Right_Foot
2998,Right_Foot
3014,Left_Foot
3028,Right_Foot
3041,Right_Foot
3053,Right_Foot
3067,Left_Foot
3079,Right_Foot
3092,Right_Foot
3105,Left_Foot
3118,Right_Foot
3129,Right_Foot
3143,Right_Foot
3157,Left_Foot
3168,Right_Foot
3180,Right_Foot
3193,Right_Foot
3208,Left_Foot
3221,Right_Foot
3233,Right_Foot
3248,Left_Foot
3260,Right_Foot
3272,Right_Foot
3289,Left_Foot
3301,Right_Foot
3313,Right_Foot
3327,Right_Foot
3338,Left_Foot
3353,Right_Foot
3366,Right_Foot
3380,Left_Foot
3396,Right_Foot
3407,Right_Foot
3419,Right_Foot
3434,Left_Foot
3447,Right_Foot
3457,Right_Foot
3474,Left_Foot
3486,Right_Foot
3496,Right_Foot
3512,Right_Foot
3527,Left_Foot
3539,Right_Foot
3551,Right_Foot
3562,Right_Foot
3580,Left_Foot
3593,Right_Foot
3604,Right_Foot
3619,Right_Foot
3632,Left_Foot
3643,Right_Foot
3658,Right_Foot
3669,Right_Foot
3685,Left_Foot
3697,Right_Foot
3709,Right_Foot
3723,Left_Foot
3737,Right_Foot
3749,Right_Foot
3761,Right_Foot
3775,Left_Foot
3788,Right_Foot
3799,Right_Foot
3814,Left_Foot
3828,Right_Foot
3840,Right_Foot
3853,Right_Foot
3868,Left_Foot
3881,Right_Foot
3893,Right_Foot
3904,Right_Foot
3919,Left_Foot
3935,Right_Foot
3944,Right_Foot
3958,Right_Foot
3971,Left_Foot
3984,Right_Foot
4000,Right_Foot
4011,Right_Foot
4028,Left_Foot
4041,Right_Foot
4053,Right_Foot
4065,Right_Foot
4080,Right_Foot
4092,Left_Foot
4107,Right_Foot
4120,Right_Foot
4131,Right_Foot
4145,Left_Foot
4156,Right_Foot
4169,Right_Foot
4182,Right_Foot
4195,Left_Foot
4211,Right_Foot
4220,Right_Foot
4236,Left_Foot
4246,Right_Foot
4258,Right_Foot
4274,Right_Foot
4287,Left_Foot
4302,Right_Foot
4314,Right_Foot
4328,Left_Foot
4341,Right_Foot
4354,Right_Foot
4367,Left_Foot
4380,Right_Foot
4392,Right_Foot
4403,Right_Foot
4417,Left_Foot
4433,Right_Foot
4444,Right_Foot
4460,Left_Foot
4474,Right_Foot
4485,Right_Foot
4498,Left_Foot
4514,Right_Foot
4527,Right_Foot
4539,Right_Foot
4553,Left_Foot
4567,Right_Foot
4576,Right_Foot
4591,Left_Foot
4605,Right_Foot
4619,Right_Foot
4630,Right_Foot
4645,Left_Foot
4658,Right_Foot
4672,Right_Foot
4683,Right_Foot
4696,Left_Foot
4710,Right_Foot
4721,Right_Foot
4735,Left_Foot
4747,Right_Foot
4758,Right_Foot
4774,Right_Foot
4787,Left_Foot
4801,Right_Foot
4811,Right_Foot
4828,Left_Foot
4841,Right_Foot
4851,Right_Foot
4865,Left_Foot
4878,Right_Foot
4889,Right_Foot
4904,Left_Foot
4916,Right_Foot
4927,Right_Foot
4941,Left_Foot
4954,Right_Foot
4966,Right_Foot
4980,Left_Foot
4994,Right_Foot
5006,Right_Foot
5018,Right_Foot
5033,Left_Foot
5044,Right_Foot
5058,Right_Foot
5070,Right_Foot
5083,Left_Foot
5096,Right_Foot
5108,Right_Foot
5120,Right_Foot
5134,Right_Foot
5148,Left_Foot
5160,Right_Foot
5172,Right_Foot
5186,Left_Foot
5203,Right_Foot
5212,Right_Foot
5227,Left_Foot
5241,Right_Foot
5255,Left_Foot
5266,Right_Foot
5283,Left_Foot
5296,Right_Foot
5307,Right_Foot
5322,Left_Foot
5336,Right_Foot
5348,Right_Foot
5363,Left_Foot
5377,Right_Foot
5389,Right_Foot
5402,Right_Foot
5418,Left_Foot
5431,Right_Foot
5443,Right_Foot
5456,Right_Foot
5470,Left_Foot
5485,Right_Foot
5494,Right_Foot
5508,Left_Foot
5522,Right_Foot
5534,Right_Foot
5547,Right_Foot
5560,Left_Foot
5573,Right_Foot
5584,Right_Foot
5600,Left_Foot
5615,Right_Foot
5628,Right_Foot
5640,Left_Foot
5655,Right_Foot
5666,Right_Foot
5681,Left_Foot
5696,Right_Foot
5707,Right_Foot
5723,Left_Foot
5735,Right_Foot
5749,Right_Foot
5764,Left_Foot
5774,Right_Foot
5787,Right_Foot
5801,Left_Foot
5812,Right_Foot
5825,Right_Foot
5840,Left_Foot
5853,Right_Foot
5865,Right_Foot
5879,Left_Foot
5894,Right_Foot
5907,Right_Foot
5921,Right_Foot
5932,Left_Foot
5943,Right_Foot
5958,Right_Foot
5972,Right_Foot
5986,Left_Foot
5997,Right_Foot
6013,Right_Foot
6026,Right_Foot
6040,Left_Foot
6053,Right_Foot
6066,Right_Foot
6080,Right_Foot
6093,Left_Foot
6107,Right_Foot
6119,Right_Foot
6130,Right_Foot
6144,Left_Foot
6157,Right_Foot
6168,Right_Foot
6180,Right_Foot
6196,Left_Foot
6211,Right_Foot
6222,Right_Foot
6238,Left_Foot
6252,Right_Foot
6264,Right_Foot
6277,Right_Foot
6293,Left_Foot
6305,Right_Foot
6316,Right_Foot
6331,Right_Foot
6344,Right_Foot
6358,Left_Foot
6373,Right_Foot
6387,Right_Foot
6399,Right_Foot
6409,Left_Foot
6426,Right_Foot
6436,Right_Foot
6451,Left_Foot
6462,Right_Foot
6479,Right_Foot
6487,Right_Foot
6501,Left_Foot
6513,Right_Foot
6524,Right_Foot
6537,Left_Foot
6550,Right_Foot
6564,Right_Foot
6581,Left_Foot
6591,Right_Foot
6604,Right_Foot
6616,Right_Foot
6631,Left_Foot
6644,Right_Foot
6658,Right_Foot
6669,Right_Foot
6670,Left_Foot
6679,Left_Foot
